timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,input_amounts,output_addresses,output_amounts,fee,script_type,geo_country,asn,tag
2026-09-10T11:00:57Z,185.220.101.18,198.51.100.1,53240,8333,d67e543fd320602a55f55579757ab8f144cf83c0b5531c71285bb80d1a5834f3,1W1837DarkNodeHighFreqLeadX99999,15.919618,3qqzMtrBtejjJn7YPzka7EzTLaQ8Uj5mNb,15.918768,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:01:16Z,185.220.101.23,198.51.100.1,38455,8333,076a61432f648d97a3d59e3bc3d5612f5ae10e41eecadbbb3eaa0a6762152550,1W1837DarkNodeHighFreqLeadX99999,8.299944,3dzF6CNB8Cqjt9PUYdB1KKPVytqHEP4af3,8.299094,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:01:33Z,185.220.101.13,198.51.100.1,41452,8333,f7535ff9e2962e296889363830ec642728589a30d1eceb4fe8dbea65a605f106,1W1837DarkNodeHighFreqLeadX99999,12.523912,351kUbDZzk9H8g7wbGZyV44qwoFsAxrP1g,12.523062,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:01:52Z,185.220.101.21,198.51.100.1,32172,8333,4c49d3d1f2474792499b2ba95940177508a2b506c4f6f309cc141d71bdc7ef64,1W1837DarkNodeHighFreqLeadX99999,15.643688,3S87DzH1tZctbuE2cMJKXMJeWCdpdbejHR,15.642838,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:02:08Z,185.220.101.12,198.51.100.1,47014,8333,f6a0ab7c5d8c2505fba7378ea0a8e33669593286424103c280bb52423e10f508,1W1837DarkNodeHighFreqLeadX99999,11.507691,3Zo88xTDJkA38xw59F8b9jcH1Yhq7vqhGP,11.506841,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:02:28Z,185.220.101.14,198.51.100.1,40353,8333,20c89700fdafa001f779274433f8717795701f5a91ce4c388ac592b23333d931,1W1837DarkNodeHighFreqLeadX99999,16.272046,3NtjXWWR6XXSsRjfZntCkzDYKVDfZ9wzVr,16.271196,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:02:45Z,185.220.101.14,198.51.100.1,51655,8333,04e43a42ccb2020d856b3b1c16f8e3fa08df4297f20e14a5e636b59748ac76dc,1W1837DarkNodeHighFreqLeadX99999,14.119119,3CZGvgK4FF9sz6KsMA66MVVVMmDNzqLvve,14.118269,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:02:54Z,89.234.157.192,198.51.100.1,41341,8333,d80f4e822146167bab7188ea542993c14fa5a3ff54611442472fedf506942425,bc1qg0zrct4g9rvtwettarynfed38kr9l9jvlwwl2w,0.757967,1Bq83F17MMJZGReZkdLai6qZbvFjuWyFht,0.756451,0.001516,p2sh,CH,AS15169,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:03:02Z,185.220.101.16,198.51.100.1,37718,8333,3d9783931c685366891f8574499a3201a93d1c729b51e70378575216a0ab35e3,1W1837DarkNodeHighFreqLeadX99999,5.755021,3dvFGoucQS3nBbVf261yRR2RqJvYwa6Sdc,5.754171,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:03:20Z,185.220.101.11,198.51.100.1,53111,8333,312b97b9bf2e364535ceb0bf4b3d15a1e0c47799ecda5bfe86a9aa2b6d154813,1W1837DarkNodeHighFreqLeadX99999,11.895944,3vUDvKaxEciSU2YGve2sHeitKEMFSqZe8F,11.895094,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:03:41Z,185.220.101.19,198.51.100.1,51816,8333,a91553beb0f2b8e6efc6b311cdead247ce47939b67a7ea7eba5ed75109c1f9a0,1W1837DarkNodeHighFreqLeadX99999,12.181003,3toHoCTCD3fMudFV4B491TBhvDdqskbcHe,12.180153,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:03:53Z,45.154.255.11,198.51.100.1,32253,8333,bb20c56ce486f8ca5fae76e583fe914142d34c18809a1914c03eb12b67eb5ae8,1hVhCyhYsEMdXtp8TnovZHGgHV2cYsNM6S,0.900371,1VtWUFaVKBeJabZN4YpJ4st745pHXZyXKc;bc1qvnys33xvwshuzer54apx3hq9ekjvp496e0n4pg,0.63026;0.268311,0.0018,p2wpkh,CA,AS13335,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:03:58Z,185.220.101.13,198.51.100.1,42127,8333,fcbc9965a6630717cf49d9b605cb714f11f46e9e38e503a036123d64083beb74,1W1837DarkNodeHighFreqLeadX99999,9.249663,3K9DafsYE8PWwRXqBw2vjodghX8hfYccjq,9.248813,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:04:16Z,185.220.101.11,198.51.100.1,57916,8333,219a308d1442f562665334e1b3146c73b84c24d3f5485d9dda1517b5673f6012,1W1837DarkNodeHighFreqLeadX99999,11.656824,3BrNMATt7wjy2pEmhmGEf55zcpnqWFPxqi,11.655974,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:04:31Z,185.220.101.22,198.51.100.1,32287,8333,2145736b601c0089949e102f2b8170840b6d97f112b7978ae412cfb83260434f,1W1837DarkNodeHighFreqLeadX99999,5.145387,3pEqtZmTzun7KEP7cXvXK5UM847wHDhWJm,5.144537,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:04:50Z,185.220.101.12,198.51.100.1,45409,8333,b78af60e1f854597f9485dbcea3959452feac84ae9f39738c8ea430aa42ebdd6,1W1837DarkNodeHighFreqLeadX99999,5.342914,3EESfcoZLM4kMfsZgzXnSAqta4tzjRRmuj,5.342064,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:05:09Z,185.220.101.18,198.51.100.1,33091,8333,ea8e0731160303b891ab6b1dc3560d7307cf299087039e91c1368bce47422d69,1W1837DarkNodeHighFreqLeadX99999,11.782112,3mrPsy9nvLi8pMfFKPY8i1JXW2rM59pZdJ,11.781262,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:05:26Z,185.220.101.22,198.51.100.1,33697,8333,4547d8325d08e9d34955cdc7c0ae5842fbdf2fe7ef7506931bb64e4371913d9c,1W1837DarkNodeHighFreqLeadX99999,10.671697,35tuA5TQfStJMMktwBFFgFge78ty39yHnZ,10.670847,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:05:47Z,185.220.101.22,198.51.100.1,30103,8333,e3a08aa080fec4842256ddfa66d28a8c2d1dfaaaa9815a88567d7c4a930d00b8,1W1837DarkNodeHighFreqLeadX99999,10.840954,33b4AC57b93atsyX7car5oR1DnHnnKwxLz,10.840104,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:06:02Z,185.220.101.19,198.51.100.1,59582,8333,27e0915e70e16c3fe66e9d59d446b47fea0c31c8d473ed3584a60423e946544d,1W1837DarkNodeHighFreqLeadX99999,11.702419,3ZMkYkG8VEF8BXo6mXMHN2ELZT33AYQ6YH,11.701569,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:06:20Z,185.220.101.22,198.51.100.1,54251,8333,f0af2827e5b33d483e253e026c0eb42c2c9954e6a2304e7118ecf522b38c347f,1W1837DarkNodeHighFreqLeadX99999,7.405472,3qyVGw11QHDuBankg4zHnkgkVjEK3Ufngq,7.404622,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:06:41Z,185.220.101.23,198.51.100.1,50681,8333,8f2a53b0f889b195ce38f4ebca455a8817d2d06f6c78005c874c23d97e5ad106,1W1837DarkNodeHighFreqLeadX99999,6.322972,3qyVGw11QHDuBankg4zHnkgkVjEK3Ufngq,6.322122,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:06:57Z,185.220.101.10,198.51.100.1,59031,8333,c24f4a090c2e8aabe5dbb50e4d5db69a48ba82b4596c35fdca3626903fd06afa,1W1837DarkNodeHighFreqLeadX99999,6.374943,3aUHuZEXAh7wZpMMQyxroRavhAR2iHh4FW,6.374093,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:07:15Z,185.220.101.22,198.51.100.1,44085,8333,fda2ff8fe903f4b9bd224e411e8d96a3bc13592a2f93532e8df313406b4045b1,1W1837DarkNodeHighFreqLeadX99999,8.72738,36Sr4QezRp4U9h1k2rMPYDtWzdkSHEAVLV,8.72653,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:07:35Z,185.220.101.19,198.51.100.1,41404,8333,8a5b7038291c7bcfc94574fc671702bdedb8a43e5cc80fa057c6d9c3928b74e6,1W1837DarkNodeHighFreqLeadX99999,15.170068,35Vs94faRJsHqZazPv23kX1wRNy1TnoCuk,15.169218,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:07:49Z,185.220.101.16,198.51.100.1,43622,8333,75bc2dea7bb6d18826e86cc07d04cc6ff4d5b0599778612ed5a3ae7d12d54c23,1W1837DarkNodeHighFreqLeadX99999,12.405007,3Sb4CLwmsGS7xmYZDTt5mWdAi6wuQGLgbb,12.404157,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:08:10Z,185.220.101.23,198.51.100.1,39330,8333,c58fec8c34e1ee651087103f4de5ab9c0db96cabbf3322439878fa2eb8d00978,1W1837DarkNodeHighFreqLeadX99999,16.293709,31GCgZNgtvkKGHE3qCi4pjDjGhU1quw7Dw,16.292859,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:08:29Z,185.220.101.19,198.51.100.1,39301,8333,03a719fc24f3515fb90b4456934dee0f7af1c53f6fc0b7c36be14157cd74e8df,1W1837DarkNodeHighFreqLeadX99999,15.905108,39JdcGCPGywtJpL6z7Wdbwnxje25tkNHCU,15.904258,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:08:47Z,185.220.101.25,198.51.100.1,30103,8333,51d08d6ae5b8989a3784dea2fe4898edae2a6598632d5f23a57e8e3f858c2d9b,1W1837DarkNodeHighFreqLeadX99999,14.040677,3be4etFmqPqd8icDZVVMeUnkmxteFeRPzn,14.039827,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:09:02Z,185.220.101.19,198.51.100.1,36305,8333,512a6c967834d20fd1a713777f946131ea403a07218e5488bc7247c4b90e75d6,1W1837DarkNodeHighFreqLeadX99999,14.796395,3SibL2HCX5o8GXnB1Aw5VueWD9jMxVFpRx,14.795545,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:09:22Z,185.220.101.16,198.51.100.1,40314,8333,29d7f9489613d431c22c2c69f069e47dd44a82f51cecb199752d7cc641f330bb,1W1837DarkNodeHighFreqLeadX99999,13.357272,351kUbDZzk9H8g7wbGZyV44qwoFsAxrP1g,13.356422,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:09:35Z,104.21.55.246,198.51.100.1,16296,8333,9dbf27f6ed5162201e73534fd881201d4d3e1ef4e6c0554feb5dc9cc5cbd25bd,bc1qcjcptufmekcjy5pl3aclfg7f7p62xpgsj3gm6h,1.010386,1Cp3CUcnuZGtcT2SAS67CimdVGXcRZ7N9T;1q23Z7ZMq1w6fp1Yy8kFcv3pUJjENbbWjF,0.70727;0.301095,0.002021,p2pkh,US,AS24940,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:09:41Z,185.220.101.19,198.51.100.1,51064,8333,1607a9b2ccfce0449fd0d1b94621909c3d28112d9ecf56edf527ef7d2c7db620,1W1837DarkNodeHighFreqLeadX99999,7.502807,3be4etFmqPqd8icDZVVMeUnkmxteFeRPzn,7.501957,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:09:56Z,185.220.101.25,198.51.100.1,53391,8333,7792cc846f75d6bfa95eccb43a995a7459d6d45c1fabd393c0a8a0fe841dcdde,1W1837DarkNodeHighFreqLeadX99999,13.016317,3S87DzH1tZctbuE2cMJKXMJeWCdpdbejHR,13.015467,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:10:14Z,185.220.101.23,198.51.100.1,41428,8333,41b9053f6e3d0e7dde316556ec8c302d3c98b086722c614c3487ddba3e6a166f,1W1837DarkNodeHighFreqLeadX99999,5.777186,3K71vyoAUHSZ3KWkUEpMdpmvTegYbWBunw,5.776336,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:10:35Z,185.220.101.11,198.51.100.1,45426,8333,7334d391a896770fb901df3c44eeb1da475d30ecbb0b124f4b18eae6fcb5058c,1W1837DarkNodeHighFreqLeadX99999,5.015445,3K71vyoAUHSZ3KWkUEpMdpmvTegYbWBunw,5.014595,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:10:53Z,185.220.101.20,198.51.100.1,54202,8333,d0b6c87681a581f9a8e3abaec79b96263ac96a455c75b0978dc018b52b2f625d,1W1837DarkNodeHighFreqLeadX99999,14.935274,3an2WXvSiUgJtYzcvGdbfVpm11Z2XS86RC,14.934424,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:11:10Z,185.220.101.25,198.51.100.1,31407,8333,650373b3973677da8bfbc221fe841d1d7c47fcba12c7f8586d9a51df8f7e4e0c,1W1837DarkNodeHighFreqLeadX99999,6.148067,3toHoCTCD3fMudFV4B491TBhvDdqskbcHe,6.147217,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:11:29Z,185.220.101.10,198.51.100.1,49770,8333,57ca5bd9685e2a8314f56bd94cc9b8dbe4c1cc67418818ecc6d63fbe02565d1a,1W1837DarkNodeHighFreqLeadX99999,15.587495,3K9DafsYE8PWwRXqBw2vjodghX8hfYccjq,15.586645,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:11:43Z,185.220.101.10,198.51.100.1,36180,8333,b6414e19c63a73941a5c591e46068fcc441a2a68b6382ba46184520daf3e8e31,1W1837DarkNodeHighFreqLeadX99999,13.271699,3EESfcoZLM4kMfsZgzXnSAqta4tzjRRmuj,13.270849,0.00085,p2sh,CH,AS9009,SYNTHETIC_DEMO_BURST
2026-09-10T11:12:13Z,89.234.157.159,198.51.100.1,19716,8333,1bdfe9a02d3bf358877f325a121b1d277c9ff49e294762354d6d808334234daf,bc1q6wjvu9n06p9hw87d3xygtfmn75unxq325cep75,0.435373,bc1qcamtkctx76hxnuhueh4u68d5afzyfn25fzjfl0,0.434502,0.000871,p2pkh,IN,AS200052,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:15:25Z,89.234.157.108,198.51.100.1,59108,8333,07471b426bb0c6da85f261314cc0b4b82c236c53442bc675bcee9380bac701ea,1mVWeimovhmfKuomxX9V7ZfdJkk5JetS7B,1.229833,bc1qg9r54ve6yqjnl5r9nqjx5xg8n7qkmk45ld0u5d;bc1qvnys33xvwshuzer54apx3hq9ekjvp496e0n4pg,0.860883;0.36649,0.00246,p2pkh,JP,AS24940,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:16:16Z,162.247.74.213,198.51.100.1,17406,8333,6637b8d6467e8315c7d25ed8c48e03885d9d074d52c8bee5d47632de6c9df13f,bc1qa6u2gnf8hp548zh0728y5qu554cuy0wmzv7hpr,0.225926,bc1qxqzzk5da8g9t83d2dmnaqxxuc5nqmgd99sgrs0,0.225474,0.000452,p2sh,DE,AS200052,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:16:51Z,162.247.74.200,198.51.100.1,61327,8333,6b731ebdcc3d4c463ba98a1b1bff108a7b7d458c61b024e1fcc5608bc7878f87,1Yck9sfEwDdvbJrzoSktqZfVTYffY8isj4,1.175078,bc1qkxd70qjn4j5er0s5njdxfsjke7yc8p5gvkfjtf;1YVceRk6hHL7YP1h3imJSGb5Hp1xTFYSfH,0.822555;0.350173,0.00235,p2pkh,FR,AS13335,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:21:09Z,203.0.113.10,198.51.100.1,62196,8333,a5a3ee31b98f42b109b468cbea72c91882f90db4ffe2d1cef37de95b190128a3,1trX5C3VdzzedCQ2TE1JMH7eFcBHosWdZX,1.365197,bc1qrfygm9f8ezct474v9w8af73ledms62gfwxg7nw,1.362467,0.00273,p2wpkh,IN,AS51167,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:23:47Z,162.247.74.239,198.51.100.1,56692,8333,3a53242f8b51649eeffcfe60a84335b66592069cb13b773572b92fb7b849a2e4,1Yck9sfEwDdvbJrzoSktqZfVTYffY8isj4,1.161667,1tWrhZxuRfQuCGsj2GhvE7MTQV8L2Lme9F,1.159344,0.002323,p2sh,JP,AS24940,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:25:44Z,198.51.100.187,198.51.100.1,36062,8333,f1c93c1ff91c97b7d34b01b4e25e92bb031a6836c2eb69aef60981bc644801fb,1GyfKrVybFqQFaBjjuEfh9AbeR3CMYfcQK,0.786933,188aihFfghpVBxxUG4PRHdvuaBNRXM1Hro;1EXr8XDc7zHL3eE5XHvAmHfny3wbggP2FD,0.550853;0.234506,0.001574,p2sh,GB,AS9009,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:26:41Z,185.220.101.242,198.51.100.1,31982,8333,13aa56ff2c449a6bbbaba181fa69a0b6b68376a7e3229dc1a16ec45a9f9ae87d,bc1q0szgg42ry9eaadvdgmsl7pc8k8c467s9jc8jxz,0.914573,bc1q06pl3cnwsqk68fpp6ms0qa6hfdsgpkgumjwsk7;1iXMxrFjappoP8xkM1ssJWR7PeqxALXvLt,0.640201;0.272543,0.001829,p2pkh,IN,AS200052,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:27:29Z,91.240.118.192,198.51.100.1,24361,8333,b645ad862a598700ba1ca2ba5d23a3a9534ba8454bcd31331ea03eaf0316d4ab,bc1qz57nyr2pkmdkz4d8sv789wf4k3mh7knlhnv6j8,1.27153,11Dzo7THMn5hYyN9xGcbUHgSy6bbjsZmaW,1.268987,0.002543,p2pkh,GB,AS13335,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:30:12Z,91.240.118.115,198.51.100.1,24515,8333,aa8e7d66661d7413663cf3a66e35cd3c5aee5d92b4342c0702cacc820f761672,1LWe7mkojvuVzZcXpf2nfQP2ArY92hFSmk,1.412185,bc1qqhqq5asm8pu7spdyf79aneetczy42fqcqlel3s;1jBWn1wWt3ZWZSutFHg2MGkMNLzJgKUXJZ,0.988529;0.420831,0.002825,p2sh,DE,AS9009,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:40:41Z,91.240.118.34,198.51.100.1,31073,8333,44fd6c72f11b72651d65ed17c92e4e13b6eca80a319645ad9057f90d516a3d22,bc1q246fkwt2vc2uc7jus2w4hwx82zaf4wyyk2lg2j,1.108048,14WS4Dk4ypAbmioLDLTdiTHWNETZYv4NGi,1.105832,0.002216,p2sh,GB,AS15169,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:40:47Z,198.51.100.182,198.51.100.1,37972,8333,2fcdca6be7242f28c7992d73aae1a369a1ac0d15b19d66997f096cf758dbf5c4,1anpuhAJ7QY554A5yEyS82FnXuMhgetVKw,0.084008,bc1qqhqq5asm8pu7spdyf79aneetczy42fqcqlel3s;1anpuhAJ7QY554A5yEyS82FnXuMhgetVKw,0.058806;0.025034,0.000168,p2pkh,NL,AS24940,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:42:11Z,198.51.100.59,198.51.100.1,9359,8333,0dfa2b82d1db8e87941df5fade086c1119fb6c77f2eb29344bf9c0f52f623d29,1Cp3CUcnuZGtcT2SAS67CimdVGXcRZ7N9T,0.584878,bc1qdwhdwwajk822sxr4fpqcshckhnf0r20ek7r8re,0.583708,0.00117,p2wpkh,DE,AS13335,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:46:33Z,203.0.113.12,198.51.100.1,41491,8333,90bc30938ef021ac6d6d4066972e1aa943019c67815636271252fd238fa5c4b8,bc1qdwhdwwajk822sxr4fpqcshckhnf0r20ek7r8re,0.503211,1hd67yqQjYgXfNVUZGirFZE1nzVxQR9JoX;bc1q943eewnxxtdfmzpfyzfch2qg9s09355yv03ee4,0.352248;0.149957,0.001006,p2wpkh,JP,AS51167,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:49:22Z,198.51.100.182,198.51.100.1,12389,8333,ec5d717e8d0d7a7a09decc97d881b8f5128d9d57f4eceeed44b413aaa02033c6,1LJBQmq73ReCnkoBX1xrxtab3xEwq2id69,0.061961,1TS1pCKYRJrtnYXPXfE4E65dmwC5shXcFu;1q23Z7ZMq1w6fp1Yy8kFcv3pUJjENbbWjF,0.043373;0.018464,0.000124,p2wpkh,CH,AS51167,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:57:25Z,162.247.74.239,198.51.100.1,43426,8333,e978d9a69f582c0c0656f447d02e46ecff29f6f04769d7c45d1e98cd67fc198b,17G1zpjBQ1tpX819wQzXvkgWXj7rQ2NayK,1.20168,1SbPrmPmWqb85iCdji7usqUkemESvj4hZR,1.199277,0.002403,p2sh,CA,AS200052,SYNTHETIC_DEMO_NORMAL
2026-09-10T11:57:51Z,162.247.74.200,198.51.100.1,10640,8333,a26ed07d36337ad2e6e26620bae1ca049ffa19e45e0855e8847a32d8836e1a26,bc1qze9ldqexmcx5ku0ehfyraqyu0gytf9ndax68mz,1.109715,bc1q7c58pka8uravtwhp9hzpws967u9v4zpjjym6yk;bc1qxzf8zc8g09crn0x5hu0krdv9u3ysk7n3m4k7s4,0.776801;0.330695,0.002219,p2wpkh,DE,AS51167,SYNTHETIC_DEMO_NORMAL
2026-09-10T12:00:02Z,89.234.157.48,198.51.100.1,25874,8333,630ee5741aa77a0387066c13257b827079abd2beee09dcdd2dc208924d1a4003,1vGba58ybgH4bcZVs7sHT7Vzmx15iQi2FU,0.906083,18bBiniMv47Rd1AHKH8FrzqV7Sjps5UxB1;bc1qh4mu3em7q02k7zhupu8psg4ehygfa40hpjtu73,0.634258;0.270013,0.001812,p2pkh,GB,AS13335,SYNTHETIC_DEMO_NORMAL
2026-09-10T12:00:35Z,162.247.74.48,198.51.100.1,5002,8333,700d5d49b6751f2904728578dcff9ff0f43619daf564eb2898e28996da938427,1FSpsjS9HDCgycTTBamZ4LtJbw5Z6qG6sL,0.972196,1hCA9WJQH6H633vH7aqftHhtA3mi9fzDfp,0.970252,0.001944,p2sh,NL,AS15169,SYNTHETIC_DEMO_NORMAL
2026-09-10T12:03:18Z,162.247.74.159,198.51.100.1,12867,8333,8796bc43c6517be372a93df23f6baa9f288a91d27e3e0d47eefc626497bbc5c8,bc1qnq3krshps4ysp6q50l5wqjy3gegrajhtxs5d0g,1.282856,1TS1pCKYRJrtnYXPXfE4E65dmwC5shXcFu,1.28029,0.002566,p2sh,NL,AS200052,SYNTHETIC_DEMO_NORMAL
2026-09-10T12:08:45Z,162.247.74.200,198.51.100.1,9700,8333,49013835084e8c98e39ba2e4c01c42ee78ba0fe5d3eaf389204606a7058eabcf,bc1qcjcptufmekcjy5pl3aclfg7f7p62xpgsj3gm6h,0.564207,1vcQktG9FSkPahaTiuHzSEm1skf9jUyDq6;bc1qn9hffhfxy028c0v5fgv9u5ve50mnlu60s775ra,0.394945;0.168134,0.001128,p2wpkh,CH,AS24940,SYNTHETIC_DEMO_NORMAL
2026-09-10T12:17:25Z,91.240.118.115,198.51.100.1,28513,8333,d9af0429f423b9910945bdad37d1e6acbf05daaf2c97503a00400bc089cecb8f,1Yck9sfEwDdvbJrzoSktqZfVTYffY8isj4,0.258045,1NH2UdocPpA27oatixsS3XxHiqFuDDYcfM;bc1qqwu0xeq9lh3gd58eyw2wym6xjsqu8slpnza5hh,0.180632;0.076897,0.000516,p2pkh,IN,AS24940,SYNTHETIC_DEMO_NORMAL
2026-09-10T12:17:35Z,185.220.101.108,198.51.100.1,24728,8333,0ca8c8b5f0b5e301f0697881b915ea2027f9745ac08e0c889660f2a616ddbcb4,bc1qg6k4vxjsd9k40jpln5mwxsuyjvsfchvydqqzhe,0.731202,bc1q3jxtujpqur3mnxpcaln9j26wfxyyp5dq3ughaa,0.72974,0.001462,p2wpkh,FR,AS15169,SYNTHETIC_DEMO_NORMAL
2026-09-10T12:23:28Z,162.247.74.159,198.51.100.1,34644,8333,10818e96ec69b9410fb2f64114bdb0942cfdbec5ad2f5b18e867208f35a5865e,1jmoJuFjPNBNmBDm56pHe84jk4XwbuNysb,1.332756,1Bq83F17MMJZGReZkdLai6qZbvFjuWyFht,1.33009,0.002666,p2pkh,NL,AS200052,SYNTHETIC_DEMO_NORMAL
2026-09-10T12:25:55Z,45.154.255.40,198.51.100.1,35623,8333,be4333d52660c1d5fef7572634107c9e5b87a834d62eeb7b7e146b36eab2a576,1W5mFrCHRM6ToWxSnyioQjrgMV3P8F1Lpo,0.347125,1ZsThM3cfmvcxd6ijAAW4KvxMpXpQS3rkC;1S4tfGkxUrknB7tan19STrGLg12JpxQF1z,0.242987;0.103443,0.000695,p2sh,US,AS24940,SYNTHETIC_DEMO_NORMAL
2026-09-10T12:26:19Z,198.51.100.187,198.51.100.1,55032,8333,c4671f72f7eb7e4b07f9e1cf4cf26d52659617d2a51661addfdc2997fec25289,18bBiniMv47Rd1AHKH8FrzqV7Sjps5UxB1,1.463922,1j54yGypjyDoAnKBu5oQ23ohB2i5Qpbh1D,1.460994,0.002928,p2sh,JP,AS16276,SYNTHETIC_DEMO_NORMAL
2026-09-10T12:29:46Z,203.0.113.10,198.51.100.1,11509,8333,e14bb4e83c1aef50569a12cdfd5a7876623360c4d000e14f1e7147fa1bd566cc,11Dzo7THMn5hYyN9xGcbUHgSy6bbjsZmaW,0.104671,bc1q6642dzap7cj2f5xaea0ylhs474zmvpqevupzcl;bc1qh5cathtry42rlcpj8xmyqp7tgxgd5ukamvdp22,0.07327;0.031192,0.000209,p2pkh,JP,AS15169,SYNTHETIC_DEMO_NORMAL
2026-09-10T12:32:39Z,104.244.72.244,198.51.100.1,39281,8333,e2e6d38ab361bd4866829dd4a32d3084125f526667b713535b9225c9dd4c49eb,bc1q7c58pka8uravtwhp9hzpws967u9v4zpjjym6yk,0.865817,bc1qzvfslsyexdefsck93q46mfz8f94jnww9wdjtdr,0.864085,0.001732,p2wpkh,US,AS51167,SYNTHETIC_DEMO_NORMAL
2026-09-10T12:35:00Z,198.51.100.59,198.51.100.1,4070,8333,01268ca37c8a8216636d93e77e558844961c44e73a6d8a03debaf714cbf5bf94,18bBiniMv47Rd1AHKH8FrzqV7Sjps5UxB1,0.718876,18bBiniMv47Rd1AHKH8FrzqV7Sjps5UxB1;bc1qze9ldqexmcx5ku0ehfyraqyu0gytf9ndax68mz,0.503213;0.214225,0.001438,p2wpkh,FR,AS200052,SYNTHETIC_DEMO_NORMAL
2026-09-10T12:38:41Z,162.247.74.73,198.51.100.1,37461,8333,bf54dc6ae892a65f1d9471a6169f08be5149c88c67d578bb2145aacf554b64ac,bc1q7c58pka8uravtwhp9hzpws967u9v4zpjjym6yk,0.171042,1hd67yqQjYgXfNVUZGirFZE1nzVxQR9JoX,0.1707,0.000342,p2sh,SG,AS13335,SYNTHETIC_DEMO_NORMAL
