timestamp,src_ip,src_port,dst_ip,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,geo_country,asn,fee,script_type
2026-02-02T21:04:25Z,170.97.83.231,51883,10.158.194.196,8333,b1a2afdd506db8964103fec425ae1fb81f06292a4cbfb285f138289e27341a75,"[""3af116498e30340d5a981d1a2a2""]","[""111870c0d9ff14ffeb7c4ce017f""]",[2.91958546],[2.91947484],BR,AS17806,0.00011062,P2WSH
2026-02-02T21:28:37Z,191.204.184.244,21284,151.94.223.77,8333,22c11e76ec8878a2d670b92db325dfac340d55587370e4c3555b644be24781a3,"[""bc1q4560b539e3db4a229634aea3bb"", ""1389510832a164dfa8d2a2496a8""]","[""bc1qa2692bf2db644b0ca4964c7f83""]","[2.23314861, 2.28839739]",[4.52106738],IN,AS57876,0.00047862,P2WSH
2026-02-02T21:45:20Z,7.243.167.175,26791,203.77.73.243,8333,adbda9e63ae883a554f241cae6f6ef9cd230ebdc93fcda00491451a6e18561f4,"[""367d7efb08c9c4017a04321a256""]","[""1fa628159c643488f91403be6a0"", ""10619f84c79c14a918828831c5a""]",[2.18709806],"[0.77812802, 1.40845108]",DE,AS60664,0.00051896,P2PKH
2026-02-02T21:53:29Z,7.243.167.175,52618,147.128.122.174,8333,ffecc579d60ab3e8c293e2cbed2d0d898e378633bb1ed2d293438c865688ad19,"[""367d7efb08c9c4017a04321a256""]","[""3ad75b1baf9a040bc8098342d7a"", ""1e1aefb3ea2654d1780ccabcd62""]",[0.2620785],"[0.09264435, 0.16911821]",DE,AS60664,0.00031594,P2WPKH
2026-02-02T21:59:45Z,172.182.79.2,55191,112.113.35.143,8333,b87be2251ba9b158f441046c396aea8d588ccd71a9d80a7a530795815c245b0e,"[""bc1qde4e4070b96e4ad6ba5fb6eba8""]","[""bc1qd8df2956b5194f2bb529417f75""]",[0.99570767],[0.9954003],US,AS57876,0.00030737,P2WSH
2026-02-02T22:24:20Z,176.203.130.202,64033,159.2.203.58,8333,b028605be019e5b9ac747f212393d436d346e3f3b7baab0751493233d8cf30a0,"[""bc1qaf0bcd66ada647c385455b94d5"", ""bc1q5938278499c141488156d15386""]","[""367d7efb08c9c4017a04321a256"", ""bc1q452cd1a269c446b0b0e42e3801""]","[0.99810188, 1.55674831]","[1.47099661, 1.0832949]",BR,AS48438,0.00055868,P2WSH
2026-02-02T22:44:34Z,172.182.79.2,25027,67.177.189.165,8333,4d7a86ca485107bbd05c849568e24d3c5e2a65aac164bfc67ed30c4a47938f33,"[""bc1q05a8706ad9ba43e9aaca2256d8""]","[""10619f84c79c14a918828831c5a""]",[1.10846743],[1.10797623],US,AS57876,0.0004912,P2SH
2026-02-02T22:58:37Z,186.174.45.143,41179,58.80.173.142,8333,ed35c3da52acc4502a5bc6798166781335a506ac1d1dee75214808e176f87906,"[""bc1q7a1cd71d91fb43fa88322effd5""]","[""13b352b78d4b645ebae595f66ab""]",[0.96073952],[0.96036843],DE,AS42131,0.00037109,P2WPKH
2026-02-02T23:11:56Z,172.182.79.2,61086,187.158.93.149,8333,9aa59a8a8bd558092501b649b1873d5539624956843a2a29ddd7bd11423b1d11,"[""1e921166b3f444b4697a4ec8e62""]","[""14b20fbfeb5504140983f50285d""]",[1.53713263],[1.53696515],US,AS57876,0.00016748,P2SH
2026-02-02T23:35:58Z,2.47.232.166,45900,40.246.41.83,8333,46ffc0cd1c6be1a4e4ce68803d61f71886f9af75f75a30400b6b3e57cd5ebd2d,"[""1ebb88443de38418b915cad424e"", ""1989c791a84804e1fb29ea812a8""]","[""bc1q452cd1a269c446b0b0e42e3801""]","[2.57504785, 0.42900502]",[3.00394332],US,AS38907,0.00010955,P2WSH
2026-02-02T23:43:27Z,128.61.126.213,33813,94.242.126.152,8333,64779f2cf2c5239630b41d50cc1c79d9e3d31db1a0838a2b4207aab3f54c6343,"[""3df1b0c9d54d64897bff523bbc2""]","[""bc1q452cd1a269c446b0b0e42e3801""]",[2.47772979],[2.47722974],US,AS25724,0.00050005,P2WSH
2026-02-02T23:54:10Z,52.133.248.120,34892,183.99.182.170,8333,ea4f9b54f01062a8d84e6012a46f16bc1cf93813ea677f9e193f2fec48d9853e,"[""173e2df1d9cf447b9b5c6db5be3""]","[""bc1qfd66701800c04b9caaeee2b5c9""]",[2.38495637],[2.38442268],IN,AS42932,0.00053369,P2WPKH
2026-02-03T00:12:36Z,186.174.45.143,48161,3.118.252.76,8333,a439e5e35a53b9e52dbb0d647c45a91cffff76afacd798242bb015dceabd8612,"[""30410510681bf446bb701f2134f"", ""bc1q63a590306d904c86aa3ef4caea""]","[""1c6ad6d2580854f349bd0ee24f8""]","[1.04565219, 0.77698224]",[1.82237768],DE,AS42131,0.00025675,P2WPKH
2026-02-03T00:15:49Z,42.95.199.70,57178,195.75.150.156,8333,5ee9b4384f90120ffde8b7280272d04c70ac65b0c6d1641e5accd321826cd717,"[""1311ffc7888b340c5bb285c9d0e"", ""bc1qab35464e18874e03b6ba18a26f""]","[""bc1q018e3feb8e324ccca4b89e21c9""]","[0.58125828, 0.23379723]",[0.81501853],IN,AS28824,3.698e-05,P2SH
2026-02-03T00:29:41Z,46.161.74.42,13750,120.188.184.216,8333,6a0b1d5345506e2944df1de1fe83aed44280b46ffc15b4115c2b8eca45a28b46,"[""355e62060839d4b0cbab21d3d67"", ""3542429f7b1e447619fd63edf7e""]","[""bc1q5b8d9fdf22864802ba7c7d19b1""]","[2.05631683, 2.2333481]",[4.28944692],GB,AS30937,0.00021801,P2WSH
2026-02-03T00:46:54Z,186.174.45.143,63372,14.237.96.76,8333,3015d2280a0859bc1b5828a9fc59f3e6095f4603cd8b929ab59289c432a344a1,"[""bc1q63a590306d904c86aa3ef4caea""]","[""17c789a1df8c441a1b12c9a8838"", ""bc1qb89b6f7f46ba40978bdd4f4eae""]",[0.25962613],"[0.17441404, 0.08511393]",DE,AS42131,9.816e-05,P2WPKH
2026-02-03T00:59:16Z,1.231.42.157,3554,96.118.226.53,8333,3287bb40da7e1fe1b47ba526261437aaab594bab53cf18e1fbf5cf697f168861,"[""3cbccfcb25f2f4d6aac906d7e4b""]","[""bc1q018e3feb8e324ccca4b89e21c9""]",[1.32479027],[1.32437603],SG,AS47523,0.00041424,P2WPKH
2026-02-03T01:10:12Z,148.158.12.218,47155,164.254.143.25,8333,71bd03a9bbadfccb1676dfd8a2544eb48df4c45364c999b2f05b3d69bfdaa778,"[""1a71a23fd570446d0a632ac3f4d"", ""bc1q8c104b06d76c4b8a8540c590e8""]","[""335c6caecf2ea4d389de27fdfc0""]","[2.74809075, 2.31828438]",[5.06619255],NL,AS23777,0.00018258,P2SH
2026-02-03T01:31:16Z,46.161.74.42,7641,186.232.209.86,8333,4cd5f6c31f9ca2349580b63d4f0e9f05d31d2770ff207b8876ac18ba27f97b6c,"[""bc1qead87b9db15b47f98b72f6c4d9""]","[""bc1qff448a013d844eef905dbd4942""]",[2.62675278],[2.62667115],GB,AS30937,8.163e-05,P2PKH
2026-02-03T01:52:06Z,184.143.109.146,8785,107.110.236.15,8333,a218ab086da6a093432afdb4f34aacb55d664282af9bb3fff8dcb7e389c7e423,"[""15e806668052b482ebf39bec3ef""]","[""367d7efb08c9c4017a04321a256"", ""bc1q452cd1a269c446b0b0e42e3801""]",[0.43677027],"[0.26675449, 0.16948]",BR,AS59219,0.00053578,P2WSH
2026-02-03T02:08:49Z,32.48.179.81,51621,41.222.170.78,8333,a498cc41444996929354449103405965018428926d7d5d8a3fe4ec523aaac8ca,"[""10619f84c79c14a918828831c5a"", ""1fa628159c643488f91403be6a0""]","[""330742391ac9f4db29e13185bc5"", ""13b352b78d4b645ebae595f66ab""]","[1.83570856, 1.04199633]","[1.8258606, 1.05152126]",US,AS15290,0.00032303,P2SH
2026-02-03T02:29:13Z,184.143.109.146,57727,46.250.231.224,8333,cf236355dec146bc0dfbead53b6c8e84bee4ae8e8e1c042db09edb1f9f417965,"[""bc1q498f6cb18e404be9933c65d2bf""]","[""1034aa573f3c44f7a9b11b96b91"", ""bc1qd8df2956b5194f2bb529417f75""]",[2.83968736],"[1.89683586, 0.942806]",BR,AS59219,4.55e-05,P2PKH
2026-02-03T02:49:12Z,10.64.181.153,10645,39.214.178.30,8333,842a666400d7fdde85cd1bfd8afd1b7c91bc4369efa63eff589f05094c8709ec,"[""1f3f0bec871804f32aff460ffd7""]","[""1b243f09fd20849f587f516da07"", ""bc1q120de465fd67411bbe6cfa8b6e""]",[1.41602876],"[0.81095489, 0.60475301]",RU,AS60664,0.00032086,P2WPKH
2026-02-03T03:13:06Z,182.188.186.119,23951,59.158.111.32,8333,9422ab31ff6ff9aeabe4933bc3a862907260ff1ce9f08640d727ca851f809992,"[""bc1q8c104b06d76c4b8a8540c590e8"", ""30443ef57571345ddb08d1cffe7""]","[""3ba0ca2a6352c4cf4ae315fa2d8""]","[1.37566886, 1.9913544]",[3.36652756],NL,AS23777,0.0004957,P2WPKH
2026-02-03T03:27:01Z,139.175.101.144,47785,95.150.234.180,8333,75325e2c4577f754faa0ded4fac12aeb426978b0e2d16a2cbeb5c9d574663d0a,"[""3fe8e4de760584b4e829e20b191"", ""bc1q3defad7161cc4e468ef43acf4c""]","[""bc1q2f25cea716154b569a9727ff39"", ""bc1q1db7f5be4f9242ddad368925f3""]","[1.49561321, 2.70865224]","[1.90348558, 2.30042725]",US,AS43542,0.00035262,P2SH
2026-02-03T03:30:59Z,10.64.181.153,56157,96.30.79.217,8333,74fb9c1b6d091bb25747ab1212ee8fb715ba4fa5a418844f1c35b11bac585422,"[""1f3f0bec871804f32aff460ffd7""]","[""1e1ea2231356f44f4b4f87522a0"", ""bc1q1db7f5be4f9242ddad368925f3""]",[1.55162027],"[0.99921639, 0.55188388]",RU,AS60664,0.00052,P2SH
2026-02-03T03:44:20Z,184.223.12.73,50557,7.25.42.136,8333,20c35cd17ed24ebad683905b8c3377bd84b93396f76507457f7aeb6322e303b1,"[""3d8519c4de2a841d888b8328506""]","[""bc1qaf0bcd66ada647c385455b94d5""]",[1.33940379],[1.33918002],NG,AS38907,0.00022377,P2SH
2026-02-03T04:04:57Z,170.97.83.231,6983,161.174.120.25,8333,6cd6723c5a897ee8433a7754a6cbed1fc7491606a73471badecb71ba4699d386,"[""3af116498e30340d5a981d1a2a2""]","[""bc1qde4e4070b96e4ad6ba5fb6eba8"", ""bc1q05a8706ad9ba43e9aaca2256d8""]",[1.89371904],"[0.70403261, 1.1896388]",BR,AS17806,4.763e-05,P2SH
2026-02-03T04:18:04Z,67.215.245.132,4422,99.219.94.235,8333,a0c703d0e0ebe7d0d8c3eff327434b9f0a3df97a23a8a8bd6bf7989e6d0c112e,"[""17b240714611740929457aca9bf""]","[""bc1qb54be22508be4753bf1472364d""]",[1.10230765],[1.10186797],GB,AS26483,0.00043968,P2SH
2026-02-03T04:20:00Z,66.32.7.106,17359,35.169.243.13,8333,12a32545af5004df632fc4ad847d62e1fb84869b6a7311b8369c85c9ae2977a3,"[""10278d10f99ee4630a07dd60818""]","[""bc1q91d4186daaf74d9997f3ac816f""]",[2.3200232],[2.31998632],NG,AS17806,3.688e-05,P2WPKH
2026-02-03T04:38:51Z,182.188.186.119,56466,116.73.105.151,8333,ff0a68d9baead07f5976c05d8e6d9cec1a709605d16a63433eed8fd4eded3ef1,"[""30443ef57571345ddb08d1cffe7""]","[""bc1qdb86448bc6794c7aa9fcfe76e8""]",[0.54347529],[0.54339051],NL,AS23777,8.478e-05,P2SH
2026-02-03T04:49:48Z,2.47.232.166,33103,104.187.221.133,8333,40f6b4362776e6c7bba9955f62fadbf5ab02deab4969ae3ed594b2feaed72394,"[""bc1qfd8633034d40470a97a7c19403""]","[""19d5f7825b1a249eea940eb37ee""]",[0.22966451],[0.2294945],US,AS38907,0.00017001,P2WPKH
2026-02-03T04:58:55Z,46.161.74.42,4111,51.158.234.236,8333,abeae16b9b837564c42042a1cf1561fb717da647addd39e5607ee38b846f9ad5,"[""1026abc4d8ef447c5b5fb7664f0""]","[""bc1qb54be22508be4753bf1472364d"", ""161ad6a79ef174a6f8baf24e710""]",[0.08696491],"[0.0513394, 0.03534548]",GB,AS30937,0.00028003,P2SH
2026-02-03T05:10:23Z,107.196.193.62,9068,100.76.148.52,8333,ff8c8a2a7ae89baf314034921a41778d26e8dd9f61fa62972e9bd84f1d5f82c0,"[""bc1qd8df2956b5194f2bb529417f75""]","[""bc1qa2692bf2db644b0ca4964c7f83"", ""1f3f0bec871804f32aff460ffd7""]",[2.79335334],"[1.36111451, 1.43221297]",SG,AS50729,2.586e-05,P2WSH
2026-02-03T05:16:58Z,150.157.22.245,3637,80.248.87.133,8333,429d26c666ac19ee319dad20f17c632d3e59a84e5459621c34e85b6339aa35bd,"[""1c6ad6d2580854f349bd0ee24f8""]","[""3af116498e30340d5a981d1a2a2""]",[1.99799143],[1.99772815],US,AS50252,0.00026328,P2WSH
2026-02-03T05:32:51Z,46.161.74.42,63534,122.121.227.181,8333,aead5886e1e76057d7a9d03ac6d89991151168d3ec79a807ca033288c95adf6a,"[""355e62060839d4b0cbab21d3d67""]","[""bc1qcf1c7366708d41539d4f49fc6c"", ""111870c0d9ff14ffeb7c4ce017f""]",[0.45773586],"[0.20690222, 0.25044812]",GB,AS30937,0.00038552,P2SH
2026-02-03T05:38:59Z,182.188.186.119,49003,70.50.4.50,8333,b120d8771c9d56a748ac9ea538b686fd7d23ec09fb908949b16e822877f3e5b9,"[""bc1q8c104b06d76c4b8a8540c590e8""]","[""3bc542c41fad5434ba4b9269326""]",[0.1321966],[0.13181176],NL,AS23777,0.00038484,P2PKH
2026-02-03T05:44:00Z,46.161.74.42,5750,162.41.73.95,8333,c7144d455bb70fb66c81aa88e14c00b6126f1402057a1ddeb1b96a5b6fd64be0,"[""bc1qead87b9db15b47f98b72f6c4d9"", ""3542429f7b1e447619fd63edf7e""]","[""1f3f0bec871804f32aff460ffd7""]","[1.16405896, 0.70763804]",[1.87124027],GB,AS30937,0.00045673,P2PKH
2026-02-03T05:49:07Z,141.242.159.49,64610,94.75.204.243,8333,8bad17ea12f8f74fd2f45bb214b0afbe671d849ffb89ee3fd1c24ea9248ce069,"[""1b10b41ec6bfc419aa0cd82d1d5"", ""3147e205e3f8f474fa50dc93545""]","[""1402fdd39be074a08bb9daec100""]","[1.60398354, 1.54113963]",[3.14488434],NL,AS17806,0.00023883,P2WPKH
2026-02-03T05:57:38Z,7.243.167.175,10100,10.203.48.113,8333,413ae18d563d061c97a09cf8fd2af38bcdc240983fb2eac2c095f0137ad38c10,"[""bc1q452cd1a269c446b0b0e42e3801"", ""367d7efb08c9c4017a04321a256""]","[""bc1qa5ac8dc8844c4d21be2acdfd47""]","[2.79261701, 0.81963287]",[3.61220557],DE,AS60664,4.431e-05,P2WSH
2026-02-03T06:00:43Z,101.194.80.248,32136,125.192.117.177,8333,2ee7719498ffb7a19c17b885731bfb077f09016884e7b9f59dd6b907fc5423bb,"[""1c6ad6d2580854f349bd0ee24f8"", ""bc1qf1ded252ba6644b9990d8d6e6b""]","[""bc1q362d60ddbe684a4ab99a00fd40""]","[0.28801505, 1.97212952]",[2.25997534],US,AS50252,0.00016923,P2PKH
2026-02-03T06:25:57Z,107.196.193.62,36486,164.249.176.34,8333,056146aa939d6ddbe79d0c247632e98ee7babe0926dceb060d03b73e7c222e64,"[""bc1qd8df2956b5194f2bb529417f75""]","[""bc1qb89b6f7f46ba40978bdd4f4eae"", ""3a1d07c6fee904c06a548a15278""]",[2.73611465],"[1.26645423, 1.46929182]",SG,AS50729,0.0003686,P2PKH
2026-02-03T06:39:07Z,170.97.83.231,23083,64.128.172.220,8333,67204acd7fdbb1d1af86dc8e6220f1761ca030d25df02611cca39671fe7829c5,"[""bc1qb54be22508be4753bf1472364d""]","[""37a25862b3b56492b8a5d035233""]",[1.53392369],[1.53382368],BR,AS17806,0.00010001,P2WSH
2026-02-03T06:54:51Z,1.231.42.157,56162,204.178.153.215,8333,24ee032be49bc40c5054e40e000956337eccf5f8344e82509cf7391535c449c7,"[""116145bc6268441d697c972b1f6"", ""1eececbbb3d87417b910c7c8343""]","[""367d7efb08c9c4017a04321a256""]","[2.20076346, 0.71801315]",[2.91854508],SG,AS47523,0.00023153,P2PKH
2026-02-03T07:15:40Z,97.7.54.100,51026,123.18.240.166,8333,2bc2dcd7b72d4261b3fd16a8818ab14110e65ea1c4b677f3aca6c44a67d8e6e3,"[""3a1d07c6fee904c06a548a15278""]","[""1402fdd39be074a08bb9daec100"", ""bc1qd0db2fb48483457d9641f3ed09""]",[2.25249523],"[0.88501755, 1.36690026]",BR,AS52414,0.00057742,P2WPKH
2026-02-03T07:38:30Z,133.12.114.197,4238,6.146.91.180,8333,8245822956b2bf40effadfc7999793e22f62ccf428893171ff5d027445fdb56b,"[""bc1q362d60ddbe684a4ab99a00fd40""]","[""1e1aefb3ea2654d1780ccabcd62"", ""108ed13d95b8a4c2a82908adc10""]",[0.06689693],"[0.03867601, 0.02811298]",GB,AS26483,0.00010794,P2WSH
2026-02-03T07:41:55Z,41.210.78.125,36869,119.64.240.159,8333,0bfe135e04f24109d5b61657e1c8af1ce35aa581c01bf0d366ca0dbac7507754,"[""1b10b41ec6bfc419aa0cd82d1d5""]","[""10278d10f99ee4630a07dd60818""]",[1.29776984],[1.29718508],NL,AS17806,0.00058476,P2PKH
2026-02-03T08:06:14Z,10.64.181.153,47312,181.170.107.238,8333,b4e0acbc02bf457c1f5fcb212c08d5468a573e4b82377e316b96691a4ae9fb63,"[""1f3f0bec871804f32aff460ffd7"", ""bc1qa2692bf2db644b0ca4964c7f83""]","[""bc1q3defad7161cc4e468ef43acf4c""]","[0.04817545, 1.10765921]",[1.15547702],RU,AS60664,0.00035764,P2WPKH
2026-02-03T08:11:06Z,118.250.184.236,29319,101.129.133.119,8333,b9b8f8275af8d8fd97f7c1876b079f979347f84dfbc4290da1a1149197afe4eb,"[""173e2df1d9cf447b9b5c6db5be3"", ""bc1q7f735bae2f844015a0a4e1d32f""]","[""39da1971da5774cc392af7f60b4"", ""bc1qce4766cf2ace4bc19220b42993""]","[0.7322565, 1.83064582]","[1.70591692, 0.85686728]",IN,AS42932,0.00011812,P2WSH
2026-02-03T08:12:22Z,141.242.159.49,59746,161.116.67.82,8333,456ac4c05e30bca51fd0bd22b3fdfa42cb0c0b1dbdb32e7ce25abc26096a1ee0,"[""303ee3f98555140fe9bc66d99cc""]","[""10278d10f99ee4630a07dd60818""]",[1.14166534],[1.14133913],NL,AS17806,0.00032621,P2WSH
2026-02-03T08:18:11Z,75.182.29.189,56611,168.194.232.221,8333,35d104e5374156b16588b69f06d36c19849b2a70151a85430a2144e672b2e513,"[""30b629334a72241629c2217c945"", ""bc1q3e070a3a8a5943d4b6ee9fafdf""]","[""1a3e46d4f5eb3426c9920ee6398""]","[2.94038847, 2.17031736]",[5.11032937],NG,AS38907,0.00037646,P2WSH
2026-02-03T08:40:53Z,107.196.193.62,48930,7.162.253.136,8333,50bdce303ee93ae817d867b5969d4e6921857e64e8b42fa76ce88857518c1c14,"[""1034aa573f3c44f7a9b11b96b91"", ""bc1qd8df2956b5194f2bb529417f75""]","[""bc1qab35464e18874e03b6ba18a26f""]","[2.12376922, 2.57378969]",[4.69715396],SG,AS50729,0.00040495,P2PKH
2026-02-03T08:43:09Z,139.175.101.144,11057,105.133.131.155,8333,775a351555bbf4ba37732da19345cd123253c3b0aa1e95f60cb0376dddddf3eb,"[""bc1q3defad7161cc4e468ef43acf4c"", ""3fe8e4de760584b4e829e20b191""]","[""bc1qa2692bf2db644b0ca4964c7f83""]","[2.73178742, 1.08051657]",[3.8120186],US,AS43542,0.00028539,P2WPKH
2026-02-03T08:51:21Z,172.182.79.2,48473,200.99.80.232,8333,d89f413af7924563be6faaab6b6e7b1b416a6caafc4da7616e7885168c50e5d7,"[""bc1qde4e4070b96e4ad6ba5fb6eba8""]","[""bc1qa2692bf2db644b0ca4964c7f83"", ""1f3f0bec871804f32aff460ffd7""]",[0.76590779],"[0.29562367, 0.46992607]",US,AS57876,0.00035805,P2SH
2026-02-03T08:55:29Z,141.242.159.49,49080,92.79.63.125,8333,3ad1cc58444aef9f6247cdee2996b6227be8e41066e476091cb6875076bbe894,"[""3598c6433a73e4634a506c7f3a2"", ""303ee3f98555140fe9bc66d99cc""]","[""13b352b78d4b645ebae595f66ab"", ""330742391ac9f4db29e13185bc5""]","[1.79241937, 1.88317178]","[2.12985633, 1.54545696]",NL,AS17806,0.00027786,P2WSH
2026-02-03T09:09:07Z,10.64.181.153,21844,143.110.248.217,8333,139465f7ed11890c59af8c47234be1e9c5b28a805a6c922017ab0f9286de7cdd,"[""1f3f0bec871804f32aff460ffd7""]","[""1fa628159c643488f91403be6a0"", ""10619f84c79c14a918828831c5a""]",[2.9621576],"[1.94370358, 1.01806506]",RU,AS60664,0.00038896,P2WSH
2026-02-03T09:12:04Z,150.157.22.245,8513,48.29.120.208,8333,6749c85deef1e8f8faf5649381539e0d06439ab6e8a35f2530f94e8487181a16,"[""1cf165427595543eba88cfaaaa4"", ""1c6ad6d2580854f349bd0ee24f8""]","[""15acafd65d8fb490ca703e78905""]","[1.44299628, 0.09310731]",[1.53602944],US,AS50252,7.415e-05,P2PKH
2026-02-03T09:27:47Z,66.32.7.106,23452,53.95.120.166,8333,d434cf77512fb46d7b3d0034497943898f33c43c1099fc47b7d89447f261aee3,"[""10278d10f99ee4630a07dd60818"", ""360a6722c961e4a3eb7e1a35dd0""]","[""bc1q2f25cea716154b569a9727ff39"", ""bc1q1db7f5be4f9242ddad368925f3""]","[0.37578966, 2.74020357]","[1.31554756, 1.80020425]",NG,AS17806,0.00024142,P2WSH
2026-02-03T09:30:28Z,222.131.212.248,27298,198.83.238.41,8333,b3821850f665c7787980d4d9f8c20334fafd5b11c5dc7ffd71e970d05f2563ea,"[""36ee60c3eee734d1e842478f6a6""]","[""3d8519c4de2a841d888b8328506""]",[1.5073056],[1.50704173],NG,AS17806,0.00026387,P2WPKH
2026-02-03T09:54:51Z,42.95.199.70,4558,200.236.95.26,8333,9a462f871e210976193a24ab119f12c23bebefaf0044c6c1973bdeda7bf7bf8b,"[""111870c0d9ff14ffeb7c4ce017f"", ""1311ffc7888b340c5bb285c9d0e""]","[""bc1qd8df2956b5194f2bb529417f75"", ""1034aa573f3c44f7a9b11b96b91""]","[0.32681968, 0.40863303]","[0.39146988, 0.34380518]",IN,AS28824,0.00017765,P2SH
2026-02-03T10:03:10Z,10.64.181.153,5302,174.4.173.216,8333,9720de96b34c147585f907941f0f6516ab8bddb32251eea9a0c67d4af4e370cc,"[""bc1qa2692bf2db644b0ca4964c7f83"", ""1f3f0bec871804f32aff460ffd7""]","[""17b240714611740929457aca9bf""]","[2.91419399, 1.01765697]",[3.93132729],RU,AS60664,0.00052367,P2SH
2026-02-03T10:23:56Z,10.64.181.153,57939,165.118.162.91,8333,451fe919f045a86c0b8461b690dfa1e2a8d49a02a715dd562d71ed1180e195a3,"[""bc1qa2692bf2db644b0ca4964c7f83"", ""1f3f0bec871804f32aff460ffd7""]","[""bc1q05a8706ad9ba43e9aaca2256d8""]","[1.71881439, 1.93888006]",[3.65725264],RU,AS60664,0.00044181,P2WSH
2026-02-03T10:41:22Z,139.175.101.144,47044,94.74.150.92,8333,0a7cab05b7e3ebfacf7863bedf0651b894289fc672ca790ff9fdd8e8cda70218,"[""bc1q3defad7161cc4e468ef43acf4c"", ""37c950953fa6046b59198c5d79d""]","[""30d75601032224a4d8d7476cf2e""]","[2.43628048, 0.98566843]",[3.4217745],US,AS43542,0.00017441,P2SH
2026-02-03T11:00:19Z,7.243.167.175,6190,40.45.40.225,8333,c45336d048c86a29406abe058d43fc1a76f4a761b76ffc4e72c596a4d13383e3,"[""367d7efb08c9c4017a04321a256""]","[""3880e3c479b414c24bb9589c529""]",[0.71102757],[0.71088417],DE,AS60664,0.0001434,P2PKH
2026-02-03T11:22:36Z,141.242.159.49,13657,74.19.47.107,8333,3e277b8f249f685a54f113ca1cb3a3f0c292d0a6f88e8d7de1159ed33db59dd6,"[""303ee3f98555140fe9bc66d99cc""]","[""bc1q4560b539e3db4a229634aea3bb""]",[0.58972186],[0.58946924],NL,AS17806,0.00025262,P2PKH
2026-02-03T11:33:53Z,107.196.193.62,54597,159.190.1.38,8333,3e869bcb6b9c5e7de63cf7fcefd78446e4318c6100d3b56693c30c1858de61ff,"[""bc1qd8df2956b5194f2bb529417f75""]","[""bc1q86c499c0f7e2437f9fc0dbeeb7""]",[1.70291275],[1.70257938],SG,AS50729,0.00033337,P2SH
2026-02-03T11:59:42Z,31.191.128.100,16697,92.180.110.83,8333,24cbcddea92049503c3a5e258a9a47b1c3a85f7ece8b8f459f8642f3077dce4a,"[""30b629334a72241629c2217c945""]","[""bc1qf178e1ec7a8d4fd4bfba2e9a23"", ""121beca9b27874ccdb7ca52e26f""]",[0.95773927],"[0.44851156, 0.50894277]",NG,AS38907,0.00028494,P2PKH
2026-02-03T12:06:50Z,10.64.181.153,26637,122.48.29.67,8333,16f85d82f714ae1e0972e9cd5f5c49b42510744f3fa23ca669b6fd203ccccf11,"[""1f3f0bec871804f32aff460ffd7""]","[""13cfcda60910d407095a356a5c2""]",[2.37020481],[2.3700621],RU,AS60664,0.00014271,P2PKH
2026-02-03T12:14:23Z,182.188.186.119,35564,116.52.136.89,8333,624cce5302c0e8ad5bd676df8af1b216b4aa09da5c65b3593c2845b0237426bc,"[""bc1q8c104b06d76c4b8a8540c590e8""]","[""1e921166b3f444b4697a4ec8e62""]",[1.97571275],[1.97554706],NL,AS23777,0.00016569,P2WSH
2026-02-03T12:26:31Z,38.116.11.5,35144,100.3.176.36,8333,ec8b3d0f64648a3414ab7253af9810eee9e61b2fe02b0ba56e89821e8305c74b,"[""bc1q5938278499c141488156d15386""]","[""1341b832e78814b53ae8285b494"", ""1fdefe3591a7a466586ff8289f2""]",[2.13258606],"[0.73988383, 1.39225289]",BR,AS48438,0.00044934,P2PKH
2026-02-03T12:36:17Z,97.7.54.100,18972,10.239.129.54,8333,365ec741d04bc92648dea100850d9a40dd58833121b7d17d9164128ae9bed5b5,"[""3dd384b13f79e43c7a4a734a7f5""]","[""3af116498e30340d5a981d1a2a2"", ""3bc542c41fad5434ba4b9269326""]",[2.5458828],"[1.40946169, 1.1362405]",BR,AS52414,0.00018061,P2SH
2026-02-03T12:41:27Z,44.54.30.195,4676,67.231.14.92,8333,105d52f5a54be6afa3bd60531722ab19a4441f59cbbe887c9f09e39c4ac63e35,"[""15acafd65d8fb490ca703e78905"", ""389d5aa43ae0642b7b6223a7864""]","[""bc1qb89b6f7f46ba40978bdd4f4eae"", ""17c789a1df8c441a1b12c9a8838""]","[1.87200427, 0.95571997]","[1.04015962, 1.78705715]",NL,AS48438,0.00050747,P2SH
2026-02-03T13:05:57Z,71.245.213.68,8119,214.17.243.34,8333,1c1d2599b8adb23141d0b6c6527bcb5ef63f51741809c8883f33547f6452d8a3,"[""16dc934aa3f9045818e6075b31c""]","[""bc1q7a1cd71d91fb43fa88322effd5""]",[2.34829318],[2.34786911],BR,AS48438,0.00042407,P2PKH
2026-02-03T13:13:45Z,81.251.69.140,18418,43.117.241.250,8333,aa104829050a33f883276fc45c701092637e810b316a5fcbd76062b86c1102f5,"[""bc1q05a8706ad9ba43e9aaca2256d8"", ""bc1qde4e4070b96e4ad6ba5fb6eba8""]","[""1389510832a164dfa8d2a2496a8""]","[0.26384031, 1.32459629]",[1.5883233],US,AS57876,0.0001133,P2WPKH
